"설문지 
번호",구분,DQ1_전문과,DQ1_기타내용,DQ1_1_신경과세부,DQ2_전문의취득연도,DQ3_직역,DQ3_기타내용,DQ3_1_전공의_연차,DQ3_2_전공의_근무총인원,DQ3_3_은퇴자_은퇴연령,DQ3_4_은퇴자_은퇴전직역,DQ4_근무기관,DQ4_기타내용,DQ5_근무지역,DQ6_성별,DQ7_출생연도,A1_1_근무시간_평일 ,A1_2_근무시간_토요일,A1_3_근무시간_일요일,A2_근무시간_일주평균,A3_1_총휴무일_토요일,A3_2_총휴무일_일요일,A3_3_총휴무일_공휴일,A3_4_총휴무일_휴가,A3_5_총휴무일_출장,A3_6_총휴무일_기타,A3_7_총휴무일_기타내용,A4_일반비교업무량,A4_1_업무량감축비율,A5_워라밸주당근무시간,A6_야간당직여부,A6_1_당직응급실call횟수,A7_oncall당직여부,A7_1_1_oncall당직주기,A7_1_2_oncall당직횟수,A7_1_3_실제call수 ,A8_응급실전담의여부,A9_응급실call여부,A9_1_1_응급실평균진료시간,A9_1_2_응급call받는날,A9_1_3_응급실call수,B1_1_근무비중_진료,B1_2_근무비중_진료외,B2_1_진료비율_급여,B2_2_진료비율_비급여,B3_1_1_외래_세션당환자수,B3_1_2_외래_평균진료세션 ,B3_2_1_입원_신규환자수,B3_2_2_입원_재원환자수,B3_3_1_수술_환자수,B3_3_2_수술_일수,C1_진료시간변화여부,C1_1_증가또는감소시간,C2_환자수변화,C3_진료시간변화계획,C3_1_기타내용,C4_일반의또는타과진료정도,C5_전공과주로진료,C5_1_1_비전공과_진료비중,C5_1_2_비전공과_진료과목,C5_1_2_비전공과_진료이유,C5_2_1_전공과회귀조건,C5_2_2_기타내용,C6_환자당진료시간변화,C7_1_실제진료시간_초진,C7_2_실제지료시간_재진,C8_1_이상적진료시간_초진,C8_2_이상적진료시간_재진,D1_현재전문의수,D2_현재전공의정원,D3_의료수요변화,D3_1_1_수요변화체감원인,D3_1_2_기타내용 ,E1_정책시행후_근무시간변화,E2_연봉변화,E3_지도전문의여부,E3_1_전공의법_근무변화,E3_2_전공의없을시_업무량,E3_3_전공의1인_역할비율,E4_당직및입원전담_근무의향,E5_은퇴예상연령,E6_육아휴직계획,
1314,온라인,2,,,2015,4,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,온라인,2,,,2018,4,,,,,,5,,1,,,10,근무안함,근무안함,50,53,,52,,,,작년에 일을 쉬었었다,1,,50,1,,1,,,,2,1,,,,70,30,70,30,0,0,0,0,20,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,온라인,2,,,2015,4,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,온라인,2,,,2016,4,,,,,,5,,1,,,16,16,16,110,53,53,53,25,5,,2018년에는 군의관으로 현재 병원에 근무하기 이전 시기임.,3,50,60,1,0,2,3,10,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,온라인,2,,,2017,4,,,,,,5,,1,,,12,4,4,68,2,20,5,5,0,0,,3,50,60,2,2,2,1,5,1,2,2,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,온라인,2,,,2018,4,,,,,,5,,9,2,1979,11,근무안함,근무안함,70,53,52,17,,,,휴직상태였음.,1,,80,3,3,2,3,2,10,2,1,,,,50,50,100,,20,2,0,0,35,1,4,,2,2,,3,1,,,,,,4,,,20,10,2,2,1,,,2,1,2,,,,1,70,1,
1320,온라인,2,,,2018,4,,,,,,5,,1,1,1981,14,8,8,82,5,6,7,7,7,1,,3,30,60,2,2,1,,,,1,1,,,,80,20,100,0,5,5,1,3,3,5,2,10,2,3,,3,1,,,,,,1,15,10,20,10,5,3,4,,,1,3,1,4,3,80,3,65,4,
1321,온라인,2,,,2014,4,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,온라인,2,,,2018,4,,,,,,5,,1,2,1984,13,6,근무안함,71,20,20,10,5,3,,,3,20,54,1,,1,,,,2,1,,,,60,40,50,50,45,4,10,15,0,0,2,3,2,3,,2,1,,,,,,2,10,3,10,3,3,1,1,,,1,1,2,,,,4,70,1,
1323,온라인,2,,,2018,4,,,,,,5,,1,,,10,1,근무안함,50,25,25,10,6,0,0,,1,,50,1,,1,,,,2,2,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,온라인,2,,,2018,4,,,,,,5,,1,1,1982,12,근무안함,근무안함,90,30,30,10,15,5,,,3,40,70,3,5,2,1,2,5,2,2,10,3,5,60,40,90,10,17,2,1,3,2,4,4,,2,2,,3,1,,,,,,3,5,3,10,5,3,1,2,"1,2",,2,3,1,4,4,40,4,70,2,
1325,온라인,2,,,2013,4,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,온라인,2,,,2015,4,,,,,,5,,1,,,12,3,3,100,45,,,,,,,3,70,80,1,,2,4,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,온라인,2,,,2016,4,,,,,,5,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,온라인,2,,,2018,4,,,,,,5,,1,,,14,12,8,90,1,1,0,7,9,0,,3,30,80,1,,2,1,7,1,1,2,15,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,온라인,2,,,2014,4,,,,,,5,,12,1,1984,11,4,근무안함,55,35,40,12,14,10,,,3,10,50,3,4,2,1,2,8,2,2,30,2,4,80,20,90,10,4,1,1,4,1,3,1,,1,1,,2,1,,,,,,1,10,5,30,20,3,3,1,,,1,1,1,1,4,25,1,65,3,
1330,온라인,2,,,2019,4,,,,,,5,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,온라인,2,,,2018,4,,,,,,5,,1,,,17,6,6,97,,,,,12,,,3,50,40,3,2,2,1,4,2,2,2,40,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,온라인,2,,,2019,4,,,,,,5,,8,1,1990,14,10,10,90,0,0,0,0,0,50,전문의시험공부,3,20,52,1,,2,1,7,0,2,2,20,1,1,50,50,90,10,0,0,0,0,0,0,3,20,1,1,,3,1,,,,,,1,20,5,20,5,4,3,1,,,1,1,2,,,,4,70,4,
1333,온라인,2,,,2019,4,,,,,,5,,11,1,1989,10,1,1,55,50,26,13,5,0,0,,3,70,45,2,0,1,,,,2,1,,,,80,20,80,20,2,1,2,15,2,4,1,,1,8,군펠로우 중으로 군의관 복무예정,4,1,,,,,,1,0,10,15,10,2,1,4,,,1,1,2,,,,4,62,4,
1334,온라인,2,,,2017,4,,,,,,5,,3,1,1984,12,4,4,68,24,52,17,14,7,,,3,60,50,2,3,2,2,7,3,2,1,,,,60,40,100,0,20,1,1,1,1,1,2,8,1,2,,4,1,,,,,,3,15,5,20,5,3,1,1,,,1,1,1,4,5,30,3,65,3,
1335,온라인,2,,,2016,4,,,,,,5,,10,,,9,근무안함,근무안함,90,53,53,0,0,0,0,군의관이었습니다.,3,70,52,3,4,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,온라인,2,,,2018,4,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,온라인,2,,,2018,4,,,,,,5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,온라인,2,,,2019,4,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,온라인,2,,,2018,5,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,온라인,2,,,2018,5,,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,온라인,2,,,2018,5,,,,,,5,,8,1,1984,15,10,8,90,50,52,15,21,30,,,3,75,50,3,4,2,1,2,4,2,2,15,5,3,90,10,75,25,10,2,2,25,5,7,2,40,2,6,,3,1,,,,,,3,15,5,20,10,4,3,3,"1,2",,3,3,1,4,5,15,4,60,3,
1342,온라인,2,,,2017,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,온라인,2,,,2018,5,,,,,,1,대대급 군부대,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,온라인,2,,,2019,5,,,,,,7,대대 의무실,9,,,8,근무안함,근무안함,40,40,40,15,14,0,0,,3,30,55,1,,1,,,,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,온라인,2,,,2017,5,,,,,,7,군대 대대급,8,,,8,근무안함,근무안함,40,49,50,16,21,3,,,1,,90,2,4,1,,,,2,1,,,,95,5,100,0,10,10,0,0,0,0,1,,1,7,,3,2,95,감기,군대라,2,,3,5,3,15,10,,,,,,,,,,,,,,,
1346,온라인,2,,,2018,6,,,,,,4,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,온라인,2,,,2021,9,,3,1,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,온라인,2,,,2022,9,,2,5,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,온라인,2,,,2022,9,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,온라인,2,,,2022,9,,2,8,,,5,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,온라인,2,,,2016,10,입원전담의,,,,,,,,2,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,,,1,1,2,,,,1,60,1,
1352,온라인,2,,,2014,10,회사원,,,,,,,,1,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,1,3,2,,,,4,65,2,
1353,온라인,2,,,2018,10,임상강사,,,,,,,,2,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,1,3,2,,,,3,70,1,
1354,온라인,2,,,2012,10,박사과정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,,,1,1,1,,,,,,,
1355,온라인,3,,,1990,1,,,,,,2,,3,1,1961,10,6,근무안함,56,24,48,5,14,0,,,3,30,40,1,,2,1,2,2,2,2,30,2,2,80,20,90,10,26,12,1,12,0,0,2,6,2,1,,4,1,,,,,,3,25,15,40,22,4,3,3,3,,2,1,2,,,,4,70,4,
1356,온라인,3,,,2002,1,,,,,,1,,8,1,1969,8,5,근무안함,42,0,52,17,4,0,0,,3,20,35,1,,1,,,,2,1,,,,80,20,95,5,15,10,0,0,0,0,2,10,2,1,,3,1,,,,,,2,30,10,40,20,5,3,2,"2,3,4,5",,1,3,2,,,,4,70,4,
1357,온라인,3,,,2006,1,,,,,,1,,1,,,7,5,근무안함,42,12,52,17,10,2,0,,1,,40,1,,1,,,,2,1,,,,85,15,85,15,9,10,0,0,0,0,4,,2,3,,3,1,,,,,,1,45,15,50,20,3,1,2,"2,4,5",,1,3,2,,,,4,65,4,
1358,온라인,3,,,1988,1,,,,,,1,,1,1,1957,8,5,근무안함,42,0,52,17,5,0,0,,1,,36,1,,1,,,,2,1,,,,95,5,100,,12,10,0,0,0,0,1,,1,3,,4,1,,,,,,1,20,10,30,15,4,3,1,,,1,1,2,,,,4,70,4,
1359,온라인,3,,,2004,1,,,,,,1,,8,1,1973,8,4,근무안함,39,1,52,17,3,,,,1,5,35,1,,1,,,,2,1,,,,95,5,100,,5,10,0,0,0,0,1,,3,1,,2,1,,,,,,2,50,30,45,20,4,3,1,,,1,3,2,,,,4,65,1,
1360,온라인,3,,,1999,1,,,,,,3,,8,1,1960,9,5,근무안함,50,20,53,10,0,0,0,,3,30,35,1,,2,1,3,3,2,1,,,,90,10,100,,20,6,1,50,0,0,2,1,2,3,,4,1,,,,,,2,50,10,50,10,2,2,2,"1,3,4,5",,2,1,1,5,,20,3,80,4,
1361,온라인,3,,,2009,1,,,,,,1,,1,1,1973,9,5,근무안함,50,0,52,17,10,3,,,3,20,40,1,,1,,,,2,1,,,,80,20,100,0,12,10,0,0,0,0,3,4,2,1,,2,1,,,,,,3,30,20,60,30,4,3,2,"1,3",,1,3,2,,,,4,70,4,
1362,온라인,3,,,1995,1,,,,,,1,,10,2,1964,8,5,근무안함,45,5,52,17,6,0,,,1,,40,1,,1,,,,2,1,,,,95,5,100,0,12,11,0,0,0,0,1,,1,1,,3,1,,,,,,1,30분,10분,30분,10분,3,1,1,,,1,1,2,,,,4,70,4,
1363,온라인,3,,,2010,1,,,,,,1,,1,,,8,4,근무안함,42,4,52,,6,0,0,,3,20,35,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,온라인,3,,,2011,1,,,,,,1,,8,1,1980,9,4,근무안함,49,1,52,17,5,0,0,,3,15,40,1,,1,,,,2,1,,,,90,10,95,5,10,11,0,0,0,0,2,13,2,3,,2,1,,,,,,1,30,15,40,20,5,3,1,,,1,3,2,,,,4,65,2,
1365,온라인,3,,,2008,1,,,,,,1,,1,,,8,근무안함,근무안함,40,53,52,17,10,10,0,,3,30,30,1,,1,,,,2,1,,,,70,30,95,5,20,10,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,온라인,3,,,2012,1,,,,,,1,,1,2,1980,8,5,,44,1,52,17,5,0,0,,3,10,40,1,0,1,,,,2,1,,,,90,10,70,30,10,13,0,0,0,0,3,3,2,1,,3,1,,,,,,2,40,20,50,30,2,2,2,"3,4",,1,1,2,,,,2,70,1,
1367,온라인,3,,,2010,1,,,,,,1,,11,,,8,5,근무안함,45,3,52,17,0,0,0,,3,30,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,온라인,3,,,2006,1,,,,,,1,,1,1,1976,7,5,근무안함,38,2,52,17,7,0,0,,1,,35,1,,1,,,,2,1,,,,90,10,90,10,35,5,0,0,0,0,3,0,2,1,,1,1,,,,,,1,15,5,50,15,4,3,4,,,3,3,2,,,,4,65,4,
1369,온라인,3,,,2014,1,,,,,,1,,1,,,8,4,근무안함,44,2,53,17,10,0,0,,1,,40,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,온라인,3,,,2000,1,,,,,,1,,1,1,1971,8,6,근무안함,44,13,53,53,30,,,,3,30,30,1,,1,,,,1,1,,,,85,15,80,20,20,10,0,0,0,0,3,8,2,3,,3,1,,,,,,3,40,15,50,15,3,1,3,1,,1,2,2,,,,4,70,1,
1371,온라인,3,,,2015,1,,,,,,1,,1,,,8,5,,50,0,,,,,,,1,,50,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,온라인,3,,,2016,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,온라인,3,,,1998,1,,,,,,1,,3,1,1969,8,근무안함,근무안함,8,53,52,17,8,2,0,,1,,35,1,,1,,,,2,1,,,,100,0,100,0,30,10,0,0,0,0,3,3,2,3,,3,1,,,,,,3,15,5,20,10,3,1,4,,,3,3,2,,,,4,80,4,
1374,온라인,3,,,2012,1,,,,,,1,,4,2,1977,8,3,근무안함,40,20,52,14,5,,1,,3,30,35,1,,1,,,,2,1,,,,70,30,90,10,15,10,0,0,0,0,2,4,2,3,,4,1,,,,,,3,40,10,30,10,3,1,2,"3,4",,2,2,2,,,,4,70,1,
1375,온라인,3,,,2001,1,,,,,,6,,8,2,1969,12,12,8,80,24,24,5,,,,,3,50,40,3,10,2,1,6,10,2,1,,,,90,10,100,,8,4,1,70,0,0,2,20,1,3,,3,1,,,,,,2,60,10,60,20,2,2,2,"2,3",,1,1,2,,,,3,60,4,
1376,온라인,3,,,2004,1,,,,,,1,,9,1,1975,8,5,근무안함,45,0,52,17,14,0,2,병가,3,15,35,1,,1,,,,1,1,,,,80,20,75,25,15,11,0,0,0,0,1,,2,3,,3,1,,,,,,3,30,15,30,20,3,1,2,"3,4",,1,3,2,,,,4,70,1,
1377,온라인,3,,,2001,1,,,,,,1,,1,1,1969,8,4,근무안함,44,53,0,11,15,2,0,,3,20,35,1,,1,,,,2,1,,,,100,0,90,10,1,14,0,0,0,0,3,2,3,1,,1,1,,,,,,3,40,20,40,15,5,3,1,,,3,3,2,,,,4,70,1,
1378,온라인,3,,,2001,1,,,,,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,온라인,3,,,1983,1,,,,,,1,,8,1,1953,8,근무안함,근무안함,40,,,,5,,,,1,,40,1,,1,,,,2,1,,,,70,30,100,0,20,9,0,0,0,0,1,,3,1,,1,1,,,,,,3,25,10,40,15,4,3,1,,,1,3,2,,,,3,70,4,
1380,온라인,3,,,2011,1,,,,,,1,,4,1,1973,9,4,,45,53,52,13,7,2,4,부친상,3,20,40,1,,1,,,,2,1,,,,80,20,99,1,15,10,0,0,0,0,3,4,2,3,,2,1,,,,,,1,15,5,30,10,2,1,2,4,,1,2,2,,,,4,65,1,
1381,온라인,3,,,2011,1,,,,,,1,,17,2,1973,8,5,근무안함,40,3,,,3,3,,,1,,40,1,,1,,,,2,1,,,,80,20,98,2,15,11,0,0,0,0,3,2,2,3,,4,1,,,,,,3,40,10,45,15,3,1,2,"2,3,4",,3,3,2,,,,3,60,1,
1382,온라인,3,,,2005,1,,,,,,3,,15,1,1974,7,4,근무안함,40,40,53,17,15,5,,,1,,35,2,0,2,1,1,2,2,1,,,,75,25,90,10,20,2,10,50,0,0,3,5,3,1,,2,1,,,,,,2,30,15,60,20,4,3,1,,,1,3,2,,,,2,60,4,
1383,온라인,3,,,1997,1,,,,,,1,,1,2,1967,8,4,근무안함,36,30,52,17,7,0,,,3,20,30,1,,1,,,,2,1,,,,90,10,90,10,25,9,0,0,0,0,3,2,2,1,,3,1,,,,,,3,25,15,30,10,4,3,1,,,1,2,2,,,,4,75,4,
1384,온라인,3,,,2004,1,,,,,,1,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,온라인,3,,,1999,1,,,,,,1,,1,1,1964,3,근무안함,근무안함,15,53,52,17,6,2,53,,1,,25,1,,1,,,,2,1,,,,80,20,95,5,12,4,0,0,0,0,1,,2,1,,3,1,,,,,,1,30,15,30,20,4,3,2,"1,2,4,5",,1,3,2,,,,4,80,4,
1386,온라인,3,,,2006,1,,,,,,1,,8,1,1971,8,6,,43,0,52,17,5,1,0,,3,25,36,1,,1,,,,2,1,,,,95,5,90,10,14,11,0,0,0,0,1,,2,1,,4,1,,,,,,1,30,15,50,20,4,3,2,4,,1,3,2,,,,2,65,4,
1387,온라인,3,,,2012,1,,,,,,1,,1,,,8,5,,46,0,52,17,4,,,,3,10,42,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,온라인,3,,,2015,1,,,,,,1,,11,1,1980,8,4,근무안함,40,2,52,17,12,1,0,,3,10,36,1,,1,,,,2,1,,,,80,20,95,5,15,10,0,0,0,0,1,,2,1,,4,1,,,,,,3,30,10,50,15,4,3,2,"4,5",,1,3,2,,,,2,60,4,
1389,온라인,3,,,2008,1,,,,,,1,,1,,,7,4,근무안함,38,,52,,10,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,온라인,3,,,2018,1,,,,,,1,,14,,,8,4,근무안함,40,0,52,17,5,6,0,,1,,40,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,온라인,3,,,2004,1,,,,,,1,,6,,,9,6,,44,,52,17,,,,,3,20,35,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,온라인,3,,,2010,1,,,,,,1,,11,1,1981,10,6,근무안함,55,0,52,10,0,0,0,,3,10,50,1,,1,,,,2,1,,,,90,10,95,5,15,11,0,0,0,0,2,6,2,3,,4,1,,,,,,2,25,10,35,15,5,3,2,"1,4,5",,2,3,2,,,,4,70,4,
1393,온라인,3,,,2007,1,,,,,,1,,1,2,1976,8,7,,40,27,52,16,5,0,0,,1,,35,1,,1,,,,2,1,,,,85,15,90,10,10,10,0,0,0,0,4,,2,1,,4,1,,,,,,3,30,15,30,20,2,1,2,"1,2,3,4,5,",,1,1,2,,,,4,70,1,
1394,온라인,3,,,1990,1,,,,,,1,,1,1,1961,8,5,근무안함,42,2,52,17,12,4,0,,1,,40,1,,1,,,,2,1,,,,90,10,70,30,40,5,0,0,0,0,1,,2,1,,3,1,,,,,,3,30,10,60,15,4,3,2,"2,4,5",,1,1,1,5,,30,4,75,4,
1395,온라인,3,,,2007,1,,,,,,1,,1,2,1977,8,6,,37,0,52,17,6,,49,목요일 정기휴진,3,20,30,1,,1,,,,2,1,,,,85,15,85,15,18,10,0,0,0,0,3,4,2,3,,3,1,,,,,,3,35,20,40,20,2,1,2,"4,5",,3,3,1,2,2,50,4,70,3,
1396,온라인,3,,,1970,1,,,,,,1,,1,,,6,근무안함,근무안함,30,,52,17,20,10,,,1,,40,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,온라인,3,,,2016,1,,,,,,1,,1,1,1983,7,4,근무안함,37,25,52,13,7,0,0,,1,,40,1,,1,,,,2,1,,,,80,20,100,0,12,9,0,0,0,0,1,,3,8,진료시간에 따른 수가 변동에 달려있습니다.,4,1,,,,,,2,40,20,40,20,3,1,2,"3,4",,1,1,2,,,,4,60,1,
1398,온라인,3,,,2008,1,,,,,,1,,1,2,1976,7,4,근무안함,36,0,52,17,6,3,,,1,,38,1,,1,,,,2,1,,,,70,30,95,5,9,10,0,0,0,0,1,,2,1,,2,1,,,,,,1,30,15,40,15,3,1,4,,,1,1,2,,,,4,70,4,
1399,온라인,3,,,1994,1,,,,,,1,,2,1,1964,8,4,,36,,52,17,7,,52,주중 하루  휴진,1,,32,1,,1,,,,2,1,,,,80,20,90,10,25,9,0,0,0,0,3,4,1,1,,3,1,,,,,,2,30,10,50,15,4,3,1,,,3,3,2,,,,2,70,2,
1400,온라인,3,,,2008,1,,,,,,1,,6,1,1977,7,2,근무안함,23,0,52,7,7,0,0,,2,,24,1,,1,,,,2,1,,,,100,0,95,5,25,5,0,0,0,0,1,,1,1,,4,1,,,,,,1,50,15,50,15,5,3,1,,,1,3,2,,,,4,60,4,
1401,온라인,3,,,1998,1,,,,,,1,,12,,,7,3,근무안함,35,6,52,17,8,,0,,1,,35,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,온라인,3,,,2007,1,,,,,,6,,8,1,1972,9,4,근무안함,52,0,40,12,2,2,0,,2,,52,2,6,1,,,,2,1,,,,80,20,100,0,10,7,2,50,0,0,2,10,2,1,,4,1,,,,,,2,30,5,30,10,3,1,2,5,,1,2,2,,,,4,75,4,
1403,온라인,3,,,1994,1,,,,,,1,,15,1,1960,7,4,근무안함,40,0,52,17,5,7,0,,3,10,35,1,,1,,,,2,1,,,,100,0,98,2,35,10,0,0,0,0,1,,1,1,,3,1,,,,,,1,20,7,30,10,4,3,2,"3,4",,1,1,2,,,,4,70,4,
1404,온라인,3,,,2009,1,,,,,,1,,1,1,1974,6,3,,30,20,,,20,,,,1,,40,1,,1,,,,2,1,,,,70,30,40,60,3,8,0,0,0,0,2,3,2,3,,3,1,,,,,,2,50,50,50,50,4,3,1,,,2,1,2,,,,4,60,4,
1405,온라인,3,,,2014,1,,,,,,6,정신건강의학과 전문병원,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,온라인,3,,,2015,1,,,,,,1,,5,,,8,4,근무안함,44,2,52,17,6,0,0,,1,,45,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,온라인,3,,,2014,1,,,,,,1,,8,2,1984,8,4,근무안함,44,10,52,17,7,,,,3,20,40,1,,1,,,,2,1,,,,90,10,80,20,20,11,0,0,0,0,2,15,2,1,,3,1,,,,,,2,20,10,30,20,5,3,1,,,1,1,1,5,,50,4,70,2,
1408,온라인,3,,,1989,1,,,,,,1,,1,1,1959,8,4,근무안함,40,53,52,,12,0,0,,3,15,35,1,,1,,,,2,1,,,,100,0,97,3,25,10,0,0,0,0,3,4,1,3,,2,1,,,,,,1,20,5,30,5,4,3,2,"3,4,5",,1,1,2,,,,4,70,4,
1409,온라인,3,,,2004,1,,,,,,2,병원 150병상,5,1,1969,9,4,근무안함,50,4,50,8,2,7,,,3,20,35,3,2,2,1,7,2,2,1,,,,80,20,99,1,6,13,2,58,0,0,1,,1,3,,2,1,,,,,,2,40,10,60,30,2,2,2,"4,5",,1,3,2,,,,3,70,4,
1410,온라인,3,,,1993,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,온라인,3,,,2013,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,온라인,3,,,2001,1,,,,,,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,온라인,3,,,2018,1,,,,,,1,,15,1,1981,8,4,근무안함,44,0,52,17,3,0,0,,3,10,40,1,,1,,,,2,1,,,,80,20,70,30,40,11,0,0,0,0,3,1,2,3,,2,1,,,,,,3,15,5,20,10,4,3,1,,,1,3,2,,,,3,65,2,
